sample,time_s,x_in_V,d_in_V,y_out_V,e_out_V
2009,0.200900,0.731400,0.278976,0.264114,-0.015427
2010,0.201000,0.784531,0.309006,0.293304,-0.044617
2011,0.201100,0.829880,0.338730,0.322876,-0.013870
2012,0.201200,0.867126,0.368118,0.351334,-0.042328
2013,0.201300,0.896149,0.397141,0.380035,-0.011917
2014,0.201400,0.916916,0.425766,0.407639,-0.039520
2015,0.201500,0.929504,0.453979,0.435333,-0.009567
2016,0.201600,0.934158,0.481750,0.461990,-0.036224
2017,0.201700,0.931198,0.509033,0.488617,-0.006866
2018,0.201800,0.921082,0.535812,0.514267,-0.032516
2019,0.201900,0.904343,0.562073,0.539734,-0.003922
2020,0.202000,0.881668,0.587784,0.564224,-0.028412
2021,0.202100,0.853775,0.612900,0.588470,-0.000687
2022,0.202200,0.821472,0.637421,0.611786,-0.024002
2023,0.202300,0.785645,0.661301,0.634766,0.002655
2024,0.202400,0.747208,0.684540,0.656860,-0.019440
2025,0.202500,0.707092,0.707092,0.678543,0.005997
2026,0.202600,0.666290,0.728958,0.699387,-0.014847
2027,0.202700,0.625763,0.750107,0.719757,0.009201
2028,0.202800,0.586441,0.770508,0.739456,-0.010498
2029,0.202900,0.549271,0.790146,0.758469,0.012039
2030,0.203000,0.515121,0.809006,0.776810,-0.006302
2031,0.203100,0.484802,0.827072,0.794449,0.014557
2032,0.203200,0.459061,0.844315,0.811386,-0.002380
2033,0.203300,0.438568,0.860733,0.828262,0.016052
2034,0.203400,0.423889,0.876297,0.843765,0.000549
2035,0.203500,0.415466,0.891006,0.859192,0.017105
2036,0.203600,0.413681,0.904816,0.873230,0.003067
2037,0.203700,0.418732,0.917740,0.887146,0.017670
2038,0.203800,0.430756,0.929764,0.899658,0.005157
2039,0.203900,0.449722,0.940872,0.912003,0.017761
2040,0.204000,0.475525,0.951050,0.922897,0.006866
2041,0.204100,0.507874,0.960281,0.933594,0.017456
2042,0.204200,0.546417,0.968582,0.942795,0.008255
2043,0.204300,0.590652,0.975906,0.951767,0.016815
2044,0.204400,0.639999,0.982285,0.959824,0.008759
2045,0.204500,0.693787,0.987686,0.966965,0.015320
2046,0.204600,0.751236,0.992111,0.973145,0.009140
2047,0.204700,0.811493,0.995560,0.978333,0.013779
2048,0.204800,0.873672,0.998016,0.982529,0.009583
2049,0.204900,0.936829,0.999496,0.985703,0.012314
2050,0.205000,0.999985,1.000000,0.987823,0.010193
2051,0.205100,1.062164,0.999496,0.988876,0.011124
2052,0.205200,1.122360,0.998016,0.988846,0.011154
2053,0.205300,1.179611,0.995560,0.987732,0.010284
2054,0.205400,1.232986,0.992111,0.985504,0.012512
2055,0.205500,1.281570,0.987686,0.982147,0.009964
2056,0.205600,1.324554,0.982285,0.977692,0.014420
2057,0.205700,1.361160,0.975906,0.972107,0.010178
2058,0.205800,1.390747,0.968582,0.965393,0.016891
2059,0.205900,1.412704,0.960281,0.957581,0.011002
2060,0.206000,1.426575,0.951050,0.948654,0.019928
2061,0.206100,1.432022,0.940872,0.938629,0.012421
2062,0.206200,1.428787,0.929764,0.927551,0.023499
2063,0.206300,1.416763,0.917740,0.915405,0.014359
2064,0.206400,1.395966,0.904816,0.902222,0.027542
2065,0.206500,1.366531,0.891006,0.888046,0.016769
2066,0.206600,1.328720,0.876297,0.872879,0.031937
2067,0.206700,1.282898,0.860733,0.856781,0.019516
2068,0.206800,1.229584,0.844315,0.839767,0.036530
2069,0.206900,1.169342,0.827072,0.821884,0.022430
2070,0.207000,1.102905,0.809006,0.803162,0.041153
2071,0.207100,1.031021,0.790146,0.783646,0.025360
2072,0.207200,0.954575,0.770508,0.763474,0.045532
2073,0.207300,0.874451,0.750107,0.742493,0.028015
2074,0.207400,0.791626,0.728958,0.721054,0.049454
2075,0.207500,0.707092,0.707092,0.698746,0.030212
2076,0.207600,0.621872,0.684540,0.676163,0.052795
2077,0.207700,0.536957,0.661301,0.652679,0.031860
2078,0.207800,0.453354,0.637421,0.629196,0.055344
2079,0.207900,0.372025,0.612900,0.604813,0.032608
2080,0.208000,0.293884,0.587784,0.580444,0.056976
2081,0.208100,0.219803,0.562073,0.555313,0.032471
2082,0.208200,0.150558,0.535812,0.530334,0.057449
2083,0.208300,0.086868,0.509033,0.504456,0.031357
2084,0.208400,0.029327,0.481750,0.478851,0.056961
2085,0.208500,-0.021530,0.453979,0.452286,0.029465
2086,0.208600,-0.065353,0.425766,0.426025,0.055725
2087,0.208700,-0.101852,0.397141,0.398834,0.026932
2088,0.208800,-0.130875,0.368118,0.372009,0.053757
2089,0.208900,-0.152405,0.338730,0.344223,0.023895
2090,0.209000,-0.166504,0.309006,0.316849,0.051270
2091,0.209100,-0.173416,0.278976,0.288528,0.020477
2092,0.209200,-0.173462,0.248688,0.260620,0.048386
2093,0.209300,-0.167099,0.218140,0.231827,0.016861
2094,0.209400,-0.154892,0.187378,0.203445,0.045242
2095,0.209500,-0.137451,0.156433,0.174194,0.013184
2096,0.209600,-0.115540,0.125320,0.145355,0.042023
2097,0.209700,-0.089951,0.094101,0.115692,0.009628
2098,0.209800,-0.061554,0.062790,0.086472,0.038849
2099,0.209900,-0.031250,0.031403,0.056381,0.006409
2100,0.210000,0.000000,0.000000,0.026810,0.035980
2101,0.210100,0.031250,-0.031403,-0.003754,0.003754
2102,0.210200,0.061554,-0.062790,-0.033630,0.033630
2103,0.210300,0.089951,-0.094101,-0.064362,0.001572
2104,0.210400,0.115540,-0.125320,-0.094452,0.031662
2105,0.210500,0.137451,-0.156433,-0.125244,-0.000076
2106,0.210600,0.154892,-0.187378,-0.155518,0.030197
2107,0.210700,0.167099,-0.218140,-0.186279,-0.001099
2108,0.210800,0.173462,-0.248688,-0.216492,0.029114
2109,0.210900,0.173416,-0.278976,-0.247101,-0.001587
2110,0.211000,0.166504,-0.309006,-0.277115,0.028427
2111,0.211100,0.152405,-0.338730,-0.307434,-0.001572
2112,0.211200,0.130875,-0.368118,-0.337112,0.028107
2113,0.211300,0.101852,-0.397141,-0.367004,-0.001114
2114,0.211400,0.065353,-0.425766,-0.396179,0.028061
2115,0.211500,0.021530,-0.453979,-0.426102,0.000336
2116,0.211600,-0.029327,-0.481750,-0.454620,0.028854
2117,0.211700,-0.086868,-0.509033,-0.483734,0.001984
2118,0.211800,-0.150558,-0.535812,-0.511383,0.029633
2119,0.211900,-0.219803,-0.562073,-0.539520,0.003708
2120,0.212000,-0.293884,-0.587784,-0.566116,0.030304
2121,0.212100,-0.372025,-0.612900,-0.593079,0.005295
2122,0.212200,-0.453354,-0.637421,-0.618454,0.030670
2123,0.212300,-0.536957,-0.661301,-0.644073,0.006653
2124,0.212400,-0.621872,-0.684540,-0.668045,0.030624
2125,0.212500,-0.707092,-0.707092,-0.691620,0.007080
2126,0.212600,-0.791626,-0.728958,-0.714035,0.029495
2127,0.212700,-0.874451,-0.750107,-0.736008,0.007050
2128,0.212800,-0.954575,-0.770508,-0.756790,0.027832
2129,0.212900,-1.031021,-0.790146,-0.777039,0.006531
2130,0.213000,-1.102905,-0.809006,-0.796082,0.025574
2131,0.213100,-1.169342,-0.827072,-0.814484,0.005478
2132,0.213200,-1.229584,-0.844315,-0.831680,0.022675
2133,0.213300,-1.282898,-0.860733,-0.848175,0.003860
2134,0.213400,-1.328720,-0.876297,-0.863464,0.019150
2135,0.213500,-1.366531,-0.891006,-0.877975,0.001678
2136,0.213600,-1.395966,-0.904816,-0.891327,0.015030
2137,0.213700,-1.416763,-0.917740,-0.903839,-0.000977
2138,0.213800,-1.428787,-0.929764,-0.915207,0.010391
2139,0.213900,-1.432022,-0.940872,-0.925674,-0.004089
2140,0.214000,-1.426575,-0.951050,-0.935074,0.005310
2141,0.214100,-1.412704,-0.960281,-0.943512,-0.007538
2142,0.214200,-1.390747,-0.968582,-0.950943,-0.000107
2143,0.214300,-1.361160,-0.975906,-0.957382,-0.011200
2144,0.214400,-1.324554,-0.982285,-0.962814,-0.005768
2145,0.214500,-1.281570,-0.987686,-0.967270,-0.015015
2146,0.214600,-1.232986,-0.992111,-0.970749,-0.011536
2147,0.214700,-1.179611,-0.995560,-0.973679,-0.018433
2148,0.214800,-1.122360,-0.998016,-0.975266,-0.016846
2149,0.214900,-1.062164,-0.999496,-0.976334,-0.021683
2150,0.215000,-1.000000,-1.000000,-0.976089,-0.021927
2151,0.215100,-0.936829,-0.999496,-0.975372,-0.024628
2152,0.215200,-0.873672,-0.998016,-0.973785,-0.026215
2153,0.215300,-0.811493,-0.995560,-0.971344,-0.026672
2154,0.215400,-0.751236,-0.992111,-0.968063,-0.029953
2155,0.215500,-0.693787,-0.987686,-0.963943,-0.028168
2156,0.215600,-0.639999,-0.982285,-0.959000,-0.033112
2157,0.215700,-0.590652,-0.975906,-0.953217,-0.029068
2158,0.215800,-0.546417,-0.968582,-0.946640,-0.035645
2159,0.215900,-0.507874,-0.960281,-0.939224,-0.029358
2160,0.216000,-0.475525,-0.951050,-0.931076,-0.037506
2161,0.216100,-0.449722,-0.940872,-0.922318,-0.028732
2162,0.216200,-0.430756,-0.929764,-0.912766,-0.038284
2163,0.216300,-0.418732,-0.917740,-0.902405,-0.027359
2164,0.216400,-0.413681,-0.904816,-0.891296,-0.038467
2165,0.216500,-0.415466,-0.891006,-0.879303,-0.025513
2166,0.216600,-0.423889,-0.876297,-0.866562,-0.038254
2167,0.216700,-0.438568,-0.860733,-0.852921,-0.023376
2168,0.216800,-0.459061,-0.844315,-0.838501,-0.037796
2169,0.216900,-0.484802,-0.827072,-0.823151,-0.021164
2170,0.217000,-0.515121,-0.809006,-0.807068,-0.037247
2171,0.217100,-0.549271,-0.790146,-0.790009,-0.018997
2172,0.217200,-0.586441,-0.770508,-0.772217,-0.036789
2173,0.217300,-0.625763,-0.750107,-0.753433,-0.017075
2174,0.217400,-0.666290,-0.728958,-0.733948,-0.036560
2175,0.217500,-0.707092,-0.707092,-0.713440,-0.015518
2176,0.217600,-0.747208,-0.684540,-0.692291,-0.036667
2177,0.217700,-0.785645,-0.661301,-0.670044,-0.014496
2178,0.217800,-0.821472,-0.637421,-0.647278,-0.037262
2179,0.217900,-0.853775,-0.612900,-0.623245,-0.014175
2180,0.218000,-0.881668,-0.587784,-0.598938,-0.038483
2181,0.218100,-0.904343,-0.562073,-0.573425,-0.014359
2182,0.218200,-0.921082,-0.535812,-0.547684,-0.040100
2183,0.218300,-0.931198,-0.509033,-0.520798,-0.015015
2184,0.218400,-0.934158,-0.481750,-0.493744,-0.042068
2185,0.218500,-0.929504,-0.453979,-0.465607,-0.016144
2186,0.218600,-0.916916,-0.425766,-0.437393,-0.044357
2187,0.218700,-0.896149,-0.397141,-0.408188,-0.017578
2188,0.218800,-0.867126,-0.368118,-0.378967,-0.046799
2189,0.218900,-0.829880,-0.338730,-0.348862,-0.019257
2190,0.219000,-0.784531,-0.309006,-0.318863,-0.049255
2191,0.219100,-0.731400,-0.278976,-0.288040,-0.020966
2192,0.219200,-0.670853,-0.248688,-0.257507,-0.051498
2193,0.219300,-0.603394,-0.218140,-0.226151,-0.022537
2194,0.219400,-0.529648,-0.187378,-0.195251,-0.053436
2195,0.219500,-0.450317,-0.156433,-0.163574,-0.023804
2196,0.219600,-0.366196,-0.125320,-0.132584,-0.054794
2197,0.219700,-0.278168,-0.094101,-0.100769,-0.024551
2198,0.219800,-0.187134,-0.062790,-0.069855,-0.055466
2199,0.219900,-0.094070,-0.031403,-0.038071,-0.024719
2200,0.220000,0.000000,0.000000,-0.007385,-0.055405
2201,0.220100,0.094070,0.031403,0.024200,-0.024200
2202,0.220200,0.187134,0.062790,0.054596,-0.054596
2203,0.220300,0.278168,0.094101,0.085693,-0.022903
2204,0.220400,0.366196,0.125320,0.115677,-0.052887
2205,0.220500,0.450317,0.156433,0.146240,-0.020920
2206,0.220600,0.529648,0.187378,0.175751,-0.050430
2207,0.220700,0.603394,0.218140,0.205719,-0.018341
2208,0.220800,0.670853,0.248688,0.234695,-0.047318
2209,0.220900,0.731400,0.278976,0.264069,-0.015381
2210,0.221000,0.784531,0.309006,0.292450,-0.043762
2211,0.221100,0.829880,0.338730,0.321167,-0.012161
2212,0.221200,0.867126,0.368118,0.348877,-0.039871
2213,0.221300,0.896149,0.397141,0.376877,-0.008759
2214,0.221400,0.916916,0.425766,0.403885,-0.035767
2215,0.221500,0.929504,0.453979,0.431107,-0.005341
2216,0.221600,0.934158,0.481750,0.457321,-0.031555
2217,0.221700,0.931198,0.509033,0.483627,-0.001877
2218,0.221800,0.921082,0.535812,0.509018,-0.027267
2219,0.221900,0.904343,0.562073,0.534348,0.001465
2220,0.222000,0.881668,0.587784,0.558838,-0.023026
2221,0.222100,0.853775,0.612900,0.583145,0.004639
2222,0.222200,0.821472,0.637421,0.606628,-0.018845
2223,0.222300,0.785645,0.661301,0.629868,0.007553
2224,0.222400,0.747208,0.684540,0.652405,-0.014984
2225,0.222500,0.707092,0.707092,0.674530,0.010010
2226,0.222600,0.666290,0.728958,0.696075,-0.011536
2227,0.222700,0.625763,0.750107,0.717026,0.011932
2228,0.222800,0.586441,0.770508,0.737366,-0.008408
2229,0.222900,0.549271,0.790146,0.757690,0.012817
2230,0.223000,0.515121,0.809006,0.776764,-0.006256
2231,0.223100,0.484802,0.827072,0.795792,0.013214
2232,0.223200,0.459061,0.844315,0.813522,-0.004517
2233,0.223300,0.438568,0.860733,0.831177,0.013138
2234,0.223400,0.423889,0.876297,0.847458,-0.003143
2235,0.223500,0.415466,0.891006,0.863632,0.012665
2236,0.223600,0.413681,0.904816,0.878387,-0.002090
2237,0.223700,0.418732,0.917740,0.892990,0.011826
2238,0.223800,0.430756,0.929764,0.906113,-0.001297
2239,0.223900,0.449722,0.940872,0.919022,0.010742
2240,0.224000,0.475525,0.951050,0.930389,-0.000626
2241,0.224100,0.507874,0.960281,0.941498,0.009552
2242,0.224200,0.546417,0.968582,0.951004,0.000046
2243,0.224300,0.590652,0.975906,0.960190,0.008392
2244,0.224400,0.639999,0.982285,0.967743,0.000839
2245,0.224500,0.693787,0.987686,0.974899,0.007385
2246,0.224600,0.751236,0.992111,0.980392,0.001892
2247,0.224700,0.811493,0.995560,0.985443,0.006668
2248,0.224800,0.873672,0.998016,0.988770,0.003342
2249,0.224900,0.936829,0.999496,0.991623,0.006393
2250,0.225000,0.999985,1.000000,0.992737,0.005280
2251,0.225100,1.062164,0.999496,0.993347,0.006653
2252,0.225200,1.122360,0.998016,0.992813,0.007187
2253,0.225300,1.179611,0.995560,0.991119,0.006897
2254,0.225400,1.232986,0.992111,0.988266,0.009750
2255,0.225500,1.281570,0.987686,0.984268,0.007843
2256,0.225600,1.324554,0.982285,0.979111,0.013000
2257,0.225700,1.361160,0.975906,0.972824,0.009460
2258,0.225800,1.390747,0.968582,0.965408,0.016876
2259,0.225900,1.412704,0.960281,0.956894,0.011688
2260,0.226000,1.426575,0.951050,0.947266,0.021317
2261,0.226100,1.432022,0.940872,0.936584,0.014465
2262,0.226200,1.428787,0.929764,0.924866,0.026184
2263,0.226300,1.416763,0.917740,0.912140,0.017624
2264,0.226400,1.395966,0.904816,0.898422,0.031342
2265,0.226500,1.366531,0.891006,0.883759,0.021057
2266,0.226600,1.328720,0.876297,0.868195,0.036621
2267,0.226700,1.282898,0.860733,0.851761,0.024536
2268,0.226800,1.229584,0.844315,0.834503,0.041794
2269,0.226900,1.169342,0.827072,0.816452,0.027863
2270,0.227000,1.102905,0.809006,0.797638,0.046677
2271,0.227100,1.031021,0.790146,0.778122,0.030884
2272,0.227200,0.954575,0.770508,0.758102,0.050903
2273,0.227300,0.874451,0.750107,0.737274,0.033234
2274,0.227400,0.791626,0.728958,0.716141,0.054367
2275,0.227500,0.707092,0.707092,0.694168,0.034790
2276,0.227600,0.621872,0.684540,0.672134,0.056824
2277,0.227700,0.536957,0.661301,0.649368,0.035172
2278,0.227800,0.453354,0.637421,0.626480,0.058060
2279,0.227900,0.372025,0.612900,0.602859,0.034561
2280,0.228000,0.293884,0.587784,0.579346,0.058075
2281,0.228100,0.219803,0.562073,0.554932,0.032852
2282,0.228200,0.150558,0.535812,0.530762,0.057022
2283,0.228300,0.086868,0.509033,0.505585,0.030228
2284,0.228400,0.029327,0.481750,0.480698,0.055115
2285,0.228500,-0.021530,0.453979,0.454849,0.026901
2286,0.228600,-0.065353,0.425766,0.429260,0.052490
2287,0.228700,-0.101852,0.397141,0.402710,0.023056
2288,0.228800,-0.130875,0.368118,0.376389,0.049377
2289,0.228900,-0.152405,0.338730,0.349106,0.019012
2290,0.229000,-0.166504,0.309006,0.322083,0.046036
2291,0.229100,-0.173416,0.278976,0.294067,0.014938
2292,0.229200,-0.173462,0.248688,0.266342,0.042664
2293,0.229300,-0.167099,0.218140,0.237640,0.011047
2294,0.229400,-0.154892,0.187378,0.209259,0.039429
2295,0.229500,-0.137451,0.156433,0.179916,0.007462
2296,0.229600,-0.115540,0.125320,0.150879,0.036499
2297,0.229700,-0.089951,0.094101,0.120850,0.004471
2298,0.229800,-0.061554,0.062790,0.091248,0.034073
2299,0.229900,-0.031250,0.031403,0.060562,0.002228
2300,0.230000,0.000000,0.000000,0.030426,0.032364
2301,0.230100,0.031250,-0.031403,-0.000610,0.000610
2302,0.230200,0.061554,-0.062790,-0.031265,0.031265
2303,0.230300,0.089951,-0.094101,-0.062561,-0.000229
2304,0.230400,0.115540,-0.125320,-0.093445,0.030655
2305,0.230500,0.137451,-0.156433,-0.124863,-0.000458
2306,0.230600,0.154892,-0.187378,-0.155823,0.030502
2307,0.230700,0.167099,-0.218140,-0.187241,-0.000137
2308,0.230800,0.173462,-0.248688,-0.218140,0.030762
2309,0.230900,0.173416,-0.278976,-0.249374,0.000687
2310,0.231000,0.166504,-0.309006,-0.280045,0.031357
2311,0.231100,0.152405,-0.338730,-0.310944,0.001938
2312,0.231200,0.130875,-0.368118,-0.341187,0.032181
2313,0.231300,0.101852,-0.397141,-0.372208,0.004089
2314,0.231400,0.065353,-0.425766,-0.401810,0.033691
2315,0.231500,0.021530,-0.453979,-0.432083,0.006317
2316,0.231600,-0.029327,-0.481750,-0.460861,0.035095
2317,0.231700,-0.086868,-0.509033,-0.490189,0.008438
2318,0.231800,-0.150558,-0.535812,-0.517944,0.036194
2319,0.231900,-0.219803,-0.562073,-0.545517,0.009705
2320,0.232000,-0.293884,-0.587784,-0.572052,0.036240
2321,0.232100,-0.372025,-0.612900,-0.598343,0.010559
2322,0.232200,-0.453354,-0.637421,-0.623505,0.035721
2323,0.232300,-0.536957,-0.661301,-0.648346,0.010925
2324,0.232400,-0.621872,-0.684540,-0.671982,0.034561
2325,0.232500,-0.707092,-0.707092,-0.695236,0.010696
2326,0.232600,-0.791626,-0.728958,-0.717255,0.032715
2327,0.232700,-0.874451,-0.750107,-0.738815,0.009857
2328,0.232800,-0.954575,-0.770508,-0.759109,0.030151
2329,0.232900,-1.031021,-0.790146,-0.778870,0.008362
2330,0.233000,-1.102905,-0.809006,-0.797379,0.026871
2331,0.233100,-1.169342,-0.827072,-0.815277,0.006271
2332,0.233200,-1.229584,-0.844315,-0.831940,0.022934
2333,0.233300,-1.282898,-0.860733,-0.847916,0.003601
2334,0.233400,-1.328720,-0.876297,-0.862686,0.018372
2335,0.233500,-1.366531,-0.891006,-0.876724,0.000427
2336,0.233600,-1.395966,-0.904816,-0.889603,0.013306
2337,0.233700,-1.416763,-0.917740,-0.901688,-0.003128
2338,0.233800,-1.428787,-0.929764,-0.912659,0.007843
2339,0.233900,-1.432022,-0.940872,-0.922806,-0.006958
2340,0.234000,-1.426575,-0.951050,-0.931915,0.002151
2341,0.234100,-1.412704,-0.960281,-0.940140,-0.010910
2342,0.234200,-1.390747,-0.968582,-0.947403,-0.003647
2343,0.234300,-1.361160,-0.975906,-0.953751,-0.014832
2344,0.234400,-1.324554,-0.982285,-0.959167,-0.009415
2345,0.234500,-1.281570,-0.987686,-0.963669,-0.018616
2346,0.234600,-1.232986,-0.992111,-0.967255,-0.015030
2347,0.234700,-1.179611,-0.995560,-0.970352,-0.021759
2348,0.234800,-1.122360,-0.998016,-0.972183,-0.019928
2349,0.234900,-1.062164,-0.999496,-0.973557,-0.024460
2350,0.235000,-1.000000,-1.000000,-0.973663,-0.024353
2351,0.235100,-0.936829,-0.999496,-0.973343,-0.026657
2352,0.235200,-0.873672,-0.998016,-0.972214,-0.027786
2353,0.235300,-0.811493,-0.995560,-0.970245,-0.027771
2354,0.235400,-0.751236,-0.992111,-0.967484,-0.030533
2355,0.235500,-0.693787,-0.987686,-0.963898,-0.028214
2356,0.235600,-0.639999,-0.982285,-0.959488,-0.032623
2357,0.235700,-0.590652,-0.975906,-0.954269,-0.028015
2358,0.235800,-0.546417,-0.968582,-0.948227,-0.034058
2359,0.235900,-0.507874,-0.960281,-0.941620,-0.026962
2360,0.236000,-0.475525,-0.951050,-0.934143,-0.034439
2361,0.236100,-0.449722,-0.940872,-0.925903,-0.025146
2362,0.236200,-0.430756,-0.929764,-0.916840,-0.034210
2363,0.236300,-0.418732,-0.917740,-0.906891,-0.022873
2364,0.236400,-0.413681,-0.904816,-0.896133,-0.033630
2365,0.236500,-0.415466,-0.891006,-0.884430,-0.020386
2366,0.236600,-0.423889,-0.876297,-0.871902,-0.032913
2367,0.236700,-0.438568,-0.860733,-0.858383,-0.017914
2368,0.236800,-0.459061,-0.844315,-0.844055,-0.032242
2369,0.236900,-0.484802,-0.827072,-0.828705,-0.015610
2370,0.237000,-0.515121,-0.809006,-0.812531,-0.031784
2371,0.237100,-0.549271,-0.790146,-0.795258,-0.013748
2372,0.237200,-0.586441,-0.770508,-0.777252,-0.031754
2373,0.237300,-0.625763,-0.750107,-0.758041,-0.012466
2374,0.237400,-0.666290,-0.728958,-0.738220,-0.032288
2375,0.237500,-0.707092,-0.707092,-0.717072,-0.011887
2376,0.237600,-0.747208,-0.684540,-0.695465,-0.033493
2377,0.237700,-0.785645,-0.661301,-0.672577,-0.011963
2378,0.237800,-0.821472,-0.637421,-0.649292,-0.035248
2379,0.237900,-0.853775,-0.612900,-0.624771,-0.012650
2380,0.238000,-0.881668,-0.587784,-0.599899,-0.037521
2381,0.238100,-0.904343,-0.562073,-0.573853,-0.013931
2382,0.238200,-0.921082,-0.535812,-0.547531,-0.040253
2383,0.238300,-0.931198,-0.509033,-0.520111,-0.015701
2384,0.238400,-0.934158,-0.481750,-0.492493,-0.043320
2385,0.238500,-0.929504,-0.453979,-0.463882,-0.017868
2386,0.238600,-0.916916,-0.425766,-0.435181,-0.046570
2387,0.238700,-0.896149,-0.397141,-0.405548,-0.020218
2388,0.238800,-0.867126,-0.368118,-0.375931,-0.049835
2389,0.238900,-0.829880,-0.338730,-0.345490,-0.022629
2390,0.239000,-0.784531,-0.309006,-0.315201,-0.052917
2391,0.239100,-0.731400,-0.278976,-0.284164,-0.024841
2392,0.239200,-0.670853,-0.248688,-0.253464,-0.055542
2393,0.239300,-0.603394,-0.218140,-0.222015,-0.026672
